Arquivo,Almoxarifado_Origem_Arquivo,Grupo,Data,Id_Produto,Descricao,Sistema,Contagem,Divergencia_Qtd,Valor,Obs,Prejuizo,Hipotese_Sugerida
Movimentados - Processo 09.06.xlsm,Processo,Embalagem,2026-06-08 00:00:00,019021424,CARTÃO QR,1404,1404,0,0,Em Apontamento,Não,Aguardando apontamento de produção
Movimentados - Processo 09.06.xlsm,Processo,Materia Prima,2026-06-08 00:00:00,9990107001,MANTEIGA DE CACAU desodorizada,49.7874,49.7874,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Materia Prima,2026-06-08 00:00:00,9990111073,Castanha de Caju,1.15,1.15,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Materia Prima,2026-06-08 00:00:00,9990111008,Xarope de glucose,8.1362,8.1362,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Materia Prima,2026-06-08 00:00:00,9990111005,Lecitina de Soja,1.225,1.225,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Materia Prima,2026-06-08 00:00:00,0140106804,Açúcar invertido,0.9263,0.9263,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Materia Prima,2026-06-08 00:00:00,9990111026,Sal,0.9663,0.9663,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Materia Prima,2026-06-08 00:00:00,9990111021,DEXTROSE,0.7174,0.7174,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Materia Prima,2026-06-08 00:00:00,0140106805,Açúcar refinado,62.2595,62.2595,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Materia Prima,2026-06-08 00:00:00,9990111013,Polpa Cupuaçu,0.7,0.7,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Materia Prima,2026-06-08 00:00:00,9990111023,Sorbitol em Pó,0.3759,0.3759,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Materia Prima,2026-06-08 00:00:00,9990111006,Manteiga de Leite,4,4,0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Materia Prima,2026-06-08 00:00:00,9990111053,MALTODEXTRINA DE10 1910,0.8668,0.8668,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Materia Prima,2026-06-08 00:00:00,9990111059,Cupuaçu Liofilizado,0.1293,0.1293,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Materia Prima,2026-06-08 00:00:00,9990111058,Tapereba Liofilizado,0.0658,0.0658,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Materia Prima,2026-06-08 00:00:00,9990117003,Cacau em Pó Alcalino,0.6,0.6,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Materia Prima,2026-06-08 00:00:00,9990111056,Castanha do Pará,1.061,1.061,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Produto Acabado,2026-06-08 00:00:00,9990111054,Sorbato de Potássio Granulado,0.1823,0.1823,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Produto Acabado,2026-06-08 00:00:00,05004015,MAGIO Língua de Onça ao Leite Cx80g,141,0,-141,918.474,Transf.Pendente - Aguardando Conferência do Estoque - PENDENTE,Não,Transferência pendente
Movimentados - Processo 09.06.xlsm,Processo,Produto em Processo,2026-06-08 00:00:00,0050305013,PP LÍNGUA DE ONÇA 5G AO LEITE,3200,3200,0,0,Em Apontamento,Não,Aguardando apontamento de produção
Movimentados - Processo 09.06.xlsm,Processo,Produto em Processo,2026-06-08 00:00:00,0020315001,Bolo de Chocolate Loja,3,0.15,-2.85,412.97326499999997,Transf.Pendente - Produção Bolo Pós Evento - OK,Não,Transferência pendente
Movimentados - Processo 09.06.xlsm,Processo,Produto em Processo,2026-06-08 00:00:00,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,59.0911,59.0911,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 09.06.xlsm,Processo,Produto em Processo,2026-06-08 00:00:00,9990311044,Praliné de castanhas - Bolo de chocolate,4,0,-4,456.7172,Transf.Pendente - Produção Bolo Pós Evento - OK,Não,Transferência pendente
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213132,Envelope SSAL,3,3,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213133,Berço interno caixa 14 bombons,83,83,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1567,1567,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,9990712068,"ADESIVO SSAL - 1,1X4,5CM",12,20,8,-2.7232,Delay Na movimentação - Transf. Pendente (Hoje),Não,Transferência pendente
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213117,Caixa 30 bombons,22,22,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213125,Tampa Caixa 30 bombons,22,22,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213130,Berço Caixa 14 Bombons,49,49,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213090,Flowpack LO Leite,107,107,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213091,Flowpack LO Leite c/ Praliné,1715,1715,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213154,Candy Pad Caixa 7 camadas black,3,5,2,-21.5,Delay Na movimentação - Transf. Pendente (Hoje),Não,Transferência pendente
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,019021424,CARTÃO QR,1204,1204,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213138,Folder informação nutricional SSAL,3,5,2,-4.3,Delay Na movimentação - Transf. Pendente (Hoje),Não,Transferência pendente
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,9990712064,"ADESIVO SSAL- 3,5X5,5CM",10,18,8,-6.0312,Delay Na movimentação - Transf. Pendente (Hoje),Não,Transferência pendente
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,945,Folder SSAL,3,5,2,-2,Delay Na movimentação - Transf. Pendente (Hoje),Não,Transferência pendente
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213052,Luva LO 80GR ao leite com Praliné,475,475,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213054,Luva LO 80GR ao leite,538,538,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213141,Foto A4 Paisagem Pico,3,3,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213051,Caixa Base  LO 80g,637,637,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213107,Caixa mini Lua Cheia ao Leite 100g,77,77,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213116,Caixa 14 bombons,41,41,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213060,Berço termoformado LO,628,628,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Embalagem,2026-06-09 00:00:00,0190213131,Caixa SSAL SIMPLES,3,5,2,-232,Delay Na movimentação - Transf. Pendente (Hoje),Não,Transferência pendente
Movimentados - Processo 10.06.xlsm,Processo,Materia Prima,2026-06-09 00:00:00,9990117003,Cacau em Pó Alcalino,1.6,1.6,0.0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Materia Prima,2026-06-09 00:00:00,9990111073,Castanha de Caju,1.6,1.6,0.0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Materia Prima,2026-06-09 00:00:00,9990111006,Manteiga de Leite,3.8,3.8,0.0,0,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 10.06.xlsm,Processo,Materia Prima,2026-06-09 00:00:00,9990111042,Xerem de Castanha de Caju,4.3112,4.3112,0.0,0,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 10.06.xlsm,Processo,Materia Prima,2026-06-09 00:00:00,9990111010,Pistache,2.0786,2.0786,0.0,0,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 10.06.xlsm,Processo,Materia Prima,2026-06-09 00:00:00,9990111031,Amêndoa,1,1,0,0,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 10.06.xlsm,Processo,Produto Acabado,2026-06-09 00:00:00,05004015,MAGIO Língua de Onça ao Leite Cx80g,200,200,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Produto Acabado,2026-06-09 00:00:00,05104018,"Bombom SF Leite Ganache de Cupuaçu 7,7g",0,0,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Produto Acabado,2026-06-09 00:00:00,05104039,Bombom SF Ganache de Taperebá Int 10g,0,0,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Produto Acabado,2026-06-09 00:00:00,05004139,Língua de Onça Leite Flowpack 11g,1693,1693,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Produto em Processo,2026-06-09 00:00:00,0050305013,PP LÍNGUA DE ONÇA 5G AO LEITE,0,0,0,0,Ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 10.06.xlsm,Processo,Produto em Processo,2026-06-09 00:00:00,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,40.6543,40.6543,0.0,0,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,0140106004,Açúcar Demerara,10.2,10.2,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,0140106804,Açúcar invertido,0.733,0.733,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,0140106805,Açúcar refinado,66.6693,66.6693,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Embalagem,2026-06-10 00:00:00,9990712068,"ADESIVO SSAL - 1,1X4,5CM",4,16,12,-4.0847999999999995,ajuste,,Ajuste de sistema pendente
Movimentados - Processo 11 -06.xlsm,Processo,Embalagem,2026-06-10 00:00:00,9990712064,"ADESIVO SSAL- 3,5X5,5CM",10,16,6,-4.5234000000000005,ajuste,,Ajuste de sistema pendente
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,9990111004,Baunilha em Fava,0.1073,0.1073,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,9990111003,Creme de Leite UHT 25%,5.9394,5.9394,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,9990111059,Cupuaçu Liofilizado,0.1239,0.1239,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,9990111021,DEXTROSE,0.7145,0.7145,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Embalagem,2026-06-10 00:00:00,0190213141,Foto A4 Paisagem Pico,0,2,2,0,necessita ajuste,,Ajuste de sistema pendente
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,9990111009,Gelatina incolor,1.7551,1.7551,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,03001001,Leite em Pó integral,37.0739,37.0739,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Produto Acabado,2026-06-10 00:00:00,05004139,Língua de Onça Leite Flowpack 11g,1695,0,-1695,1802.8020000000001,falta de transferencia provavel (resolvido),,Outros / não categorizado
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,9990111053,MALTODEXTRINA DE10 1910,0.8643,0.8643,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,9990107001,MANTEIGA DE CACAU desodorizada,49.7855,49.7855,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,9990111006,Manteiga de Leite,3.4,3.4,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Produto em Processo,2026-06-10 00:00:00,0020305008,Massa de Chocolate - Mocajuba Intenso,25,25,0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Produto em Processo,2026-06-10 00:00:00,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,36.8263,36.8263,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,9990111010,Pistache,1.5055,1.5055,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Produto em Processo,2026-06-10 00:00:00,9990315026,Polpa de Cupuaçu Reduzida,0.4751,0.4751,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Produto em Processo,2026-06-10 00:00:00,9990315027,Polpa de Tapereba Reduzida,1.4416,1.4416,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Produto em Processo,2026-06-10 00:00:00,9990311030,Praliné de Avelã colagem,13.6476,13.6476,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,9990111026,Sal,0.9661,0.9661,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,9990111023,Sorbitol em Pó,1.0366,1.0366,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,9990111058,Tapereba Liofilizado,0.0548,0.0548,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11 -06.xlsm,Processo,Produto Acabado,2026-06-10 00:00:00,05104020,Trufas Nativas de Chocolate Intenso  20G,60,59,-1,0.8964,avaria,,Avaria / Perda por avaria
Movimentados - Processo 11 -06.xlsm,Processo,Materia Prima,2026-06-10 00:00:00,9990111008,Xarope de glucose,7.9094,7.9094,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 11.05.xlsm,Processo,,2026-05-11 00:00:00,0050305036,Massa de Chocolate ao Leite - Reprocesso,2.8,2.8,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 11.05.xlsm,Processo,,2026-05-11 00:00:00,0210305005,Massa de Cupuaçu  Sakaguchi - Reprocesso,1.18,1.18,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 11.05.xlsm,Processo,Embalagem,2026-05-11 00:00:00,0190213091,Flowpack LO Leite c/ Praliné,115,115,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 11.05.xlsm,Processo,Embalagem,2026-05-11 00:00:00,0190213093,Flowpack LO Intenso c/ Praliné,1245,1245,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 11.05.xlsm,Processo,Embalagem,2026-05-11 00:00:00,0190213104,Folha papel barrado Mágio,1013,1013,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 11.05.xlsm,Processo,Embalagem,2026-05-11 00:00:00,0190213117,Caixa 30 bombons,3,3,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 11.05.xlsm,Processo,Embalagem,2026-05-11 00:00:00,0190213124,Forminha para Bombons Caixas,1104,1104,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 11.05.xlsm,Processo,Materia Prima,2026-05-11 00:00:00,9990111058,Tapereba Liofilizado,0.1879,0.1879,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 11.05.xlsm,Processo,Materia Prima,2026-05-11 00:00:00,9990111006,Manteiga de Leite,2.92,0,-2.92,190.469264,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 11.05.xlsm,Processo,Materia Prima,2026-05-11 00:00:00,9990111021,DEXTROSE,0.4478,0,-0.4478,16.908928,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 11.05.xlsm,Processo,Materia Prima,2026-05-11 00:00:00,9990111059,Cupuaçu Liofilizado,0.2707,0,-0.2707,210.6046,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 11.05.xlsm,Processo,Materia Prima,2026-05-11 00:00:00,9990111056,Castanha do Pará,0.1609,0.1609,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 11.05.xlsm,Processo,Materia Prima,2026-05-11 00:00:00,0140106804,Açúcar invertido,0.9325,0,-0.9325,10.2575,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 11.05.xlsm,Processo,Materia Prima,2026-05-11 00:00:00,03001001,Leite em Pó integral,30.376,0,-30.376,772.1579200000001,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 11.05.xlsm,Processo,Materia Prima,2026-05-11 00:00:00,9990107001,MANTEIGA DE CACAU desodorizada,47.2583,0,-47.2583,3627.55655966,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 11.05.xlsm,Processo,Materia Prima,2026-05-11 00:00:00,9990111023,Sorbitol em Pó,0.4257,0,-0.4257,20.229264000000004,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 11.05.xlsm,Processo,Materia Prima,2026-05-11 00:00:00,9990111031,Amêndoa,3,0,-3,186,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 11.05.xlsm,Processo,Materia Prima,2026-05-11 00:00:00,9990111026,Sal,0.9692,0,-0.9692,3.1710285599999994,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 11.05.xlsm,Processo,Materia Prima,2026-05-11 00:00:00,0140106805,Açúcar refinado,60.2362,0,-60.2362,184.23844132,Em produção,Não,Produção em andamento (OP não encerrada)
